work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,MI,FT,Machine Learning Engineer,130000,US,0,US,M
2022,MI,FT,Machine Learning Engineer,90000,US,0,US,M
2022,MI,FT,Data Scientist,120000,US,100,US,M
2022,MI,FT,Data Scientist,100000,US,100,US,M
2022,MI,FT,Data Scientist,85000,US,100,US,M
2022,MI,FT,Data Scientist,78000,US,100,US,M
2022,SE,FT,Data Engineer,161000,US,100,US,M
2022,SE,FT,Data Engineer,110000,US,100,US,M
2022,SE,FT,Data Scientist,136000,US,100,US,M
2022,SE,FT,Data Scientist,104000,US,100,US,M
2022,SE,FT,Data Scientist,47379,ES,0,ES,M
2022,SE,FT,Data Scientist,37903,ES,0,ES,M
2022,EX,FT,Head of Data,205000,US,0,US,M
2022,EX,FT,Head of Data,160000,US,0,US,M
2022,SE,FT,Data Analyst,169000,US,0,US,M
2022,SE,FT,Data Analyst,110600,US,0,US,M
2022,EN,FT,Data Engineer,61927,GB,100,GB,M
2022,EN,FT,Data Engineer,49542,GB,100,GB,M
2022,SE,FT,Data Engineer,160000,US,0,US,M
2022,SE,FT,Data Engineer,130000,US,0,US,M
2022,SE,FT,Data Scientist,245000,US,0,US,M
2022,SE,FT,Data Scientist,180000,US,0,US,M
2022,SE,FT,Data Engineer,135000,US,0,US,M
2022,SE,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Data Engineer,220000,US,0,US,M
2022,SE,FT,Data Engineer,150000,US,0,US,M
2022,SE,FT,Data Scientist,198440,US,0,US,L
2022,SE,FT,Data Scientist,144000,US,0,US,L
2022,SE,FT,Data Engineer,240000,US,0,US,M
2022,SE,FT,Data Engineer,170000,US,0,US,M
2022,SE,FT,Data Scientist,198440,US,0,US,M
2022,SE,FT,Data Scientist,144000,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,100,US,M
2022,MI,FT,Data Analyst,100000,US,100,US,M
2022,SE,FT,Data Analyst,120000,US,0,US,M
2022,SE,FT,Data Analyst,95000,US,0,US,M
2022,MI,FT,Data Scientist,58211,GB,50,GB,M
2022,EN,FT,Data Analyst,64000,US,100,US,L
2022,EN,FT,Data Scientist,40009,FR,50,FR,L
2022,SE,FT,Machine Learning Engineer,187200,CA,100,CA,M
2022,SE,FT,Machine Learning Engineer,116100,CA,100,CA,M
2022,SE,FT,Data Analyst,150000,US,0,US,M
2022,SE,FT,Data Analyst,127000,US,0,US,M
2022,SE,FT,Data Engineer,275000,US,100,US,M
2022,SE,FT,Data Engineer,166000,US,100,US,M
2022,SE,FT,Data Scientist,159699,US,0,US,M
2022,SE,FT,Data Scientist,138938,US,0,US,M
2022,EN,FT,BI Analyst,76000,US,50,US,L
2022,SE,FT,Data Analyst,166700,US,0,US,M
2022,SE,FT,Data Analyst,119000,US,0,US,M
2022,SE,FT,Data Analyst,130000,US,0,US,M
2022,SE,FT,Data Analyst,100000,US,0,US,M
2022,SE,FT,Analytics Engineer,104038,GB,0,GB,M
2022,SE,FT,Analytics Engineer,92891,GB,0,GB,M
2022,SE,FT,Data Analyst,80000,US,0,US,M
2022,SE,FT,Data Analyst,52500,US,0,US,M
2022,SE,FT,Data Engineer,236000,US,100,US,M
2022,SE,FT,Data Engineer,182000,US,100,US,M
2022,SE,FT,Data Scientist,180000,US,100,US,M
2022,SE,FT,Data Scientist,140000,US,100,US,M
2022,SE,FT,Data Scientist,225000,US,0,US,M
2022,SE,FT,Data Scientist,156400,US,0,US,M
2022,SE,FT,Data Analyst,135000,US,100,US,M
2022,SE,FT,Data Analyst,100000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2022,MI,FT,Research Engineer,240000,US,100,US,M
2022,EN,PT,Data Analyst,125404,CN,50,US,S
2022,SE,FT,Data Engineer,300000,US,0,US,M
2022,SE,FT,Data Engineer,195000,US,100,US,M
2022,SE,FT,Data Engineer,175000,US,100,US,M
2022,SE,FT,Data Engineer,155000,US,0,US,M
2022,SE,FT,Data Engineer,110000,US,0,US,M
2022,SE,FT,Data Operations Analyst,123000,US,0,US,M
2022,SE,FT,Data Operations Analyst,92250,US,0,US,M
2022,MI,FT,Machine Learning Engineer,180000,US,100,US,M
2022,MI,FT,Machine Learning Engineer,100000,US,100,US,M
2022,SE,FT,Data Engineer,97000,US,100,US,M
2022,SE,FT,Data Engineer,90000,US,100,US,M
2022,SE,FT,Data Engineer,200000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,210000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2022,SE,FT,Data Engineer,260000,US,0,US,M
2022,SE,FT,Data Engineer,180000,US,0,US,M
2022,EX,FT,Analytics Engineer,210000,US,100,US,M
2022,EX,FT,Analytics Engineer,157000,US,100,US,M
2022,EN,FT,Data Scientist,180000,US,100,US,M
2022,EN,FT,Data Scientist,100000,US,100,US,M
2022,MI,FT,Data Analyst,80000,US,0,US,M
2022,MI,FT,Data Analyst,52500,US,0,US,M
2022,SE,FT,Data Architect,128000,US,0,US,M
2022,SE,FT,Data Architect,81500,US,0,US,M
2022,SE,FT,Data Operations Engineer,105000,US,0,US,M
2022,SE,FT,Data Operations Engineer,70000,US,0,US,M
2022,SE,FT,Data Scientist,175000,US,0,US,M
2022,SE,FT,Data Scientist,122500,US,0,US,M
2022,SE,FT,Data Engineer,171000,US,0,US,M
2022,SE,FT,Data Engineer,117000,US,0,US,M
2022,SE,FT,Data Scientist,202800,US,0,US,L
2022,SE,FT,Data Scientist,104300,US,0,US,L
2022,SE,FT,Data Analyst,50537,ES,0,ES,M
2022,SE,FT,Data Analyst,36850,ES,0,ES,M
2022,SE,FT,Data Engineer,197000,US,0,US,M
2022,SE,FT,Data Engineer,99000,US,0,US,M
2022,SE,FT,Data Scientist,185900,US,0,US,M
2022,SE,FT,Data Scientist,129300,US,0,US,M
2021,SE,FT,3D Computer Vision Researcher,5000,US,100,US,L
2022,MI,FT,Data Scientist,30000,MX,100,MX,L
2022,MI,FT,Analytics Engineer,78000,BR,100,BR,M
2022,MI,FT,Analytics Engineer,48000,BR,100,BR,M
2022,MI,FT,Data Engineer,78000,BR,100,BR,M
2022,MI,FT,Data Engineer,42000,BR,100,BR,M
2022,SE,FT,Data Architect,345600,US,0,US,M
2022,SE,FT,Data Architect,230400,US,0,US,M
2022,SE,FT,Data Engineer,145000,US,0,US,M
2022,SE,FT,Data Engineer,115000,US,0,US,M
2022,MI,FT,BI Analyst,78000,BR,100,BR,M
2022,MI,FT,BI Analyst,48000,BR,100,BR,M
2022,SE,FT,Data Analyst,175950,US,100,US,M
2022,SE,FT,Data Analyst,130050,US,100,US,M
2022,SE,FT,Data Engineer,205600,US,0,US,L
2022,SE,FT,Data Engineer,105700,US,0,US,L
2022,SE,FT,Data Analyst,236600,US,100,US,M
2022,SE,FT,Data Analyst,89200,US,100,US,M
2022,MI,FT,Data Scientist,84000,BR,100,BR,M
2022,MI,FT,Data Scientist,54000,BR,100,BR,M
2022,EN,FT,Data Scientist,80000,US,100,US,L
2022,SE,FT,Data Analyst,200000,GB,100,GB,S
2022,EN,FT,Data Scientist,74286,CA,100,CA,L
2022,SE,FT,Data Science Lead,165000,US,50,US,S
2022,EN,FT,Data Scientist,33440,GB,50,GB,L
2022,SE,FT,Data Engineer,185900,US,0,US,M
2022,SE,FT,Data Engineer,129300,US,0,US,M
2021,EN,FT,Power BI Developer,5409,IN,50,IN,L
2021,MI,FT,Data Engineer,75050,AU,50,AU,L
2022,SE,FT,Data Engineer,225000,US,0,US,M
2022,SE,FT,Data Engineer,184100,US,0,US,M
2022,EN,FT,Machine Learning Engineer,108000,US,0,US,S
2022,SE,FT,Data Scientist,8000,IN,100,SG,L
2022,SE,FT,Data Scientist,155000,US,100,US,M
2022,SE,FT,Data Scientist,38000,US,100,US,M
2022,MI,FT,Data Analyst,85000,US,0,US,M
2022,MI,FT,Data Analyst,65000,US,0,US,M
2022,MI,FT,Data Engineer,111469,GB,0,GB,M
2022,MI,FT,Data Engineer,92891,GB,0,GB,M
2022,SE,FT,Data Scientist,153600,US,100,US,M
2022,SE,FT,Data Scientist,106800,US,100,US,M
2022,SE,FT,Data Scientist,185000,US,100,US,M
2022,SE,FT,Data Scientist,50000,US,100,US,M
2022,SE,FT,Data Scientist,168000,US,100,US,M
2022,SE,FT,Data Scientist,130000,US,100,US,M
2022,SE,FT,Data Scientist,123400,US,0,US,M
2022,SE,FT,Data Scientist,88100,US,0,US,M
2022,SE,FT,Data Scientist,120000,US,100,US,S
2022,SE,FT,Data Scientist,55000,US,100,US,S
2022,SE,FT,Data Engineer,191200,US,0,US,M
2022,SE,FT,Analytics Engineer,150000,US,0,US,M
2022,SE,FT,Analytics Engineer,120000,US,0,US,M
2022,SE,FT,Data Science Consultant,139000,US,0,US,M
2022,SE,FT,Data Science Consultant,122000,US,0,US,M
2022,SE,FT,Data Analyst,139600,US,0,US,M
2022,SE,FT,Data Analyst,85700,US,0,US,M
2022,SE,FT,Data Engineer,185000,US,100,US,M
2022,SE,FT,Data Engineer,50000,US,100,US,M
2022,SE,FT,Data Scientist,200000,US,100,US,M
2022,SE,FT,Data Scientist,175000,US,100,US,M
2022,MI,FT,Machine Learning Engineer,148500,US,100,US,L
2022,MI,FT,Machine Learning Engineer,98200,US,100,US,L
2022,SE,FT,Data Analyst,115000,US,100,US,M
2022,SE,FT,Data Analyst,95000,US,100,US,M
2022,SE,FT,Data Architect,225000,US,100,US,M
2022,SE,FT,Data Architect,66000,US,100,US,M
2022,MI,FT,Data Manager,134000,US,0,US,M
2022,MI,FT,Data Manager,98000,US,0,US,M
2022,MI,FT,Data Analyst,105000,US,0,US,M
2022,MI,FT,Data Analyst,62000,US,0,US,M
2022,EN,FT,Data Analyst,57000,US,100,US,L
2022,SE,FT,Data Engineer,162502,CA,50,CA,M
2022,MI,FT,Data Scientist,144200,US,100,US,M
2022,MI,FT,Data Scientist,115360,US,100,US,M
2022,MI,FT,Data Scientist,83793,AU,0,AU,L
2022,SE,FT,Principal Data Architect,38483,IN,100,IN,L
2022,SE,FT,Data Engineer,73701,PT,0,PT,M
2022,SE,FT,Data Engineer,42114,PT,0,PT,M
2022,SE,FT,Data Engineer,170000,US,100,US,M
2022,SE,FT,Data Engineer,150000,US,100,US,M
2022,SE,FT,Data Architect,180000,US,100,US,M
2022,SE,FT,Data Architect,160000,US,100,US,M
2022,MI,FT,Data Scientist,108000,US,50,US,L
2022,SE,FT,Machine Learning Engineer,200000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,150000,US,100,US,M
2022,EX,FT,Data Manager,126906,CA,50,CA,L
2022,SE,FT,Data Engineer,188700,US,100,US,M
2022,SE,FT,Data Engineer,160395,US,100,US,M
2022,SE,FT,Data Analyst,115934,US,100,US,M
2022,SE,FT,Data Analyst,81666,US,100,US,M
2022,SE,FT,Data Scientist,198440,US,100,US,M
2022,SE,FT,Data Scientist,144000,US,100,US,M
2022,SE,FT,Applied Scientist,191475,US,100,US,M
2022,SE,FT,Applied Scientist,141525,US,100,US,M
2022,MI,FT,Data Scientist,75806,DE,100,DE,S
2022,SE,FT,Data Scientist,156868,US,100,US,L
2022,SE,FT,BI Analyst,200000,NG,100,NG,S
2022,SE,FT,Machine Learning Engineer,69489,PT,100,PT,L
2022,MI,FT,NLP Engineer,5132,CZ,100,CZ,M
2022,SE,CT,Data Analyst,90000,US,100,US,M
2022,MI,FT,Research Scientist,126344,DE,0,DE,S
2022,MI,FT,Research Scientist,84229,DE,0,DE,S
2022,SE,FT,Data Engineer,200000,US,100,US,M
2022,SE,FT,Data Engineer,180000,US,100,US,M
2022,MI,FT,Analytics Engineer,108000,US,100,US,M
2022,MI,FT,Analytics Engineer,85000,US,100,US,M
2022,SE,FT,Data Engineer,165000,US,100,US,M
2022,SE,FT,Data Engineer,132000,US,100,US,M
2022,SE,FT,Analytics Engineer,130000,US,100,US,M
2022,SE,FT,Analytics Engineer,110000,US,100,US,M
2022,MI,FT,Data Analyst,45388,AU,50,AU,L
2021,EN,FT,Data Analyst,42028,AU,50,AU,L
2022,MI,FT,Data Analytics Engineer,135000,US,100,US,L
2022,SE,FT,Data Engineer,178800,US,100,US,L
2022,SE,FT,Data Engineer,132100,US,100,US,L
2022,EN,FT,Data Analyst,20000,CR,50,US,M
2022,SE,FT,Machine Learning Engineer,140000,CA,0,CA,M
2022,SE,FT,Machine Learning Engineer,110000,CA,0,CA,M
2022,SE,FT,Data Engineer,160000,US,100,US,M
2022,SE,FT,Data Engineer,85000,US,100,US,M
2022,SE,FT,ETL Developer,250000,US,100,US,M
2022,SE,FT,ETL Developer,63000,US,100,US,M
2022,EX,FT,Data Engineer,187200,US,100,US,M
2022,EX,FT,Data Engineer,116100,US,100,US,M
2022,MI,FT,Data Scientist,10000,TR,0,TR,M
2022,SE,FT,Data Engineer,145000,US,100,US,M
2022,SE,FT,Data Engineer,229998,US,0,US,L
2022,SE,FT,Data Engineer,154545,US,0,US,L
2022,SE,FT,Data Scientist,215000,US,0,US,L
2022,SE,FT,Data Scientist,159000,US,0,US,L
2022,EN,FT,AI Scientist,50000,US,100,US,M
2022,SE,FT,Data Scientist,183000,US,100,US,L
2022,SE,FT,Data Analyst,99750,US,100,US,M
2022,SE,FT,Data Analyst,68400,US,100,US,M
2022,SE,FT,Data Scientist,236900,US,100,US,L
2022,SE,FT,Data Scientist,159200,US,100,US,L
2022,SE,FT,Data Science Manager,243225,US,100,US,M
2022,SE,FT,Data Science Manager,179775,US,100,US,M
2022,SE,FT,Data Scientist,148000,US,100,US,M
2022,SE,FT,Data Scientist,128000,US,100,US,M
2022,SE,FT,Data Architect,190000,US,100,US,M
2022,SE,FT,Data Architect,135000,US,100,US,M
2022,SE,FT,Data Scientist,191475,US,100,US,M
2022,SE,FT,Data Scientist,141525,US,100,US,M
2022,SE,FT,Data Scientist,218000,US,0,US,M
2022,SE,FT,Data Scientist,145300,US,0,US,M
2022,SE,FT,Machine Learning Engineer,195400,US,100,US,L
2022,SE,FT,Machine Learning Engineer,131300,US,100,US,L
2022,EN,FT,Data Specialist,105000,CL,100,US,L
2022,SE,FT,Data Scientist,207000,US,100,US,M
2022,SE,FT,Data Scientist,153000,US,100,US,M
2022,SE,FT,Data Analyst,110000,US,0,US,M
2022,SE,FT,Data Analyst,99000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,200000,PR,100,PR,M
2022,SE,FT,Machine Learning Engineer,135000,PR,100,PR,M
2022,SE,FT,Data Engineer,195700,US,0,US,M
2022,SE,FT,Data Engineer,130500,US,0,US,M
2022,SE,FT,Machine Learning Engineer,130000,US,100,US,M
2022,SE,FT,Machine Learning Engineer,84000,US,100,US,M
2022,MI,FT,Data Operations Engineer,100000,US,100,US,M
2022,MI,FT,Data Operations Engineer,60000,US,100,US,M
2022,MI,FT,Data Engineer,80505,GB,100,GB,M
2022,MI,FT,Data Engineer,68120,GB,100,GB,M
2022,SE,FT,Data Engineer,141300,US,0,US,M
2022,SE,FT,Data Engineer,102100,US,0,US,M
2022,MI,FT,Data Analyst,150000,US,100,US,L
2022,MI,FT,Data Scientist,102799,GB,100,GB,M
2022,EN,FT,Data Scientist,23090,IN,50,IN,M
2022,SE,FT,Data Analyst,144000,US,100,US,M
2022,SE,FT,Data Analyst,113000,US,100,US,M
2022,EN,FT,AI Scientist,31586,PT,100,ES,M
2022,SE,FT,Data Architect,195400,US,100,US,L
2022,SE,FT,Data Architect,131300,US,100,US,L
2022,SE,FT,Machine Learning Engineer,195400,US,100,US,L
2022,SE,FT,Machine Learning Engineer,131300,US,100,US,L
2022,SE,FT,Data Engineer,135000,US,100,US,M
2022,SE,FT,Data Engineer,80000,US,100,US,M
2022,EN,FT,Data Analyst,8120,IN,100,IN,M
2022,MI,CT,NLP Engineer,60000,IN,100,US,S
2022,SE,FT,Machine Learning Engineer,63172,FI,50,FI,S
2022,EN,FT,Data Analyst,50000,IN,100,AS,L
2022,SE,FT,Data Engineer,140000,US,100,US,M
2022,SE,FT,Data Engineer,105000,US,100,US,M
2022,SE,FT,Analytics Engineer,190000,US,100,US,M
2022,SE,FT,Analytics Engineer,140000,US,100,US,M
2022,SE,FT,Data Scientist,180000,US,100,US,L
2022,SE,FT,Data Scientist,165000,US,100,US,L
2022,SE,FT,Machine Learning Engineer,108000,US,0,US,L
2021,EN,FT,Machine Learning Engineer,20000,FR,50,FR,M
2022,SE,FT,Data Scientist,179400,US,0,US,M
2022,SE,FT,Data Scientist,154000,US,0,US,M
2022,SE,FT,Machine Learning Engineer,193900,US,0,US,M
2022,SE,FT,Machine Learning Engineer,129300,US,0,US,M
2022,EX,FT,Data Science Manager,222640,US,0,US,M
2022,EX,FT,Data Science Manager,182160,US,0,US,M
2022,MI,FT,Data Engineer,150000,US,0,US,M
2022,MI,FT,Data Engineer,100000,US,0,US,M
2022,SE,FT,Analytics Engineer,122500,US,100,US,M
2022,SE,FT,Analytics Engineer,100000,US,100,US,M
2022,EX,FT,Data Engineer,297500,US,100,US,M
2022,EX,FT,Data Engineer,260000,US,100,US,M
2021,EN,FT,Machine Learning Engineer,15000,TH,100,TH,L
2022,SE,FT,Data Engineer,193000,ES,100,US,M
2022,EN,FT,Data Scientist,93000,US,0,US,M
2022,EN,FT,Data Scientist,73000,US,0,US,M
2022,EN,FT,Data Analyst,7828,BR,100,BR,L
2022,SE,FT,Data Scientist,136994,US,100,US,M
2022,SE,FT,Data Scientist,101570,US,100,US,M
2022,SE,FT,Director of Data Science,57908,FR,50,FR,L
2022,MI,FT,Data Analyst,136000,US,100,US,M
2022,MI,FT,Data Analyst,112000,US,100,US,M
2022,SE,FT,Data Scientist,172000,US,100,US,M
2022,SE,FT,Data Engineer,215000,US,0,US,M
2022,SE,FT,Data Engineer,164000,US,0,US,M
2022,SE,FT,Data Engineer,250000,US,100,US,M
2022,SE,FT,Data Engineer,63000,US,100,US,M
2021,EN,FT,Data Engineer,45390,GB,50,GB,L
2022,MI,FT,Data Analyst,97500,US,100,US,L
2022,SE,FT,Applied Scientist,212800,US,100,US,M
2022,SE,FT,Applied Scientist,142800,US,100,US,M
2022,MI,FT,Data Scientist,73701,NL,50,NL,L
2022,EN,FT,Data Scientist,50000,US,50,DE,M
2022,EN,FT,Data Analyst,6413,FR,100,IN,L
2022,SE,FT,Data Scientist,151800,US,0,US,M
2022,SE,FT,Data Scientist,130240,US,0,US,M
2022,SE,FT,Analytics Engineer,165000,US,100,US,M
2022,SE,FT,Analytics Engineer,140250,US,100,US,M
2022,SE,FT,Data Scientist,179400,US,100,US,M
2022,SE,FT,Data Scientist,154000,US,100,US,M
2022,MI,FT,Data Analyst,75000,US,0,US,M
2022,MI,FT,Data Engineer,84229,GR,100,GR,M
2022,MI,FT,Data Engineer,73701,GR,100,GR,M
2022,MI,FT,Data Engineer,99084,GB,100,GB,M
2022,MI,FT,Data Engineer,86698,GB,100,GB,M
2022,MI,FT,Data Engineer,84229,ES,100,ES,M
2022,MI,FT,Data Engineer,73701,ES,100,ES,M
2022,SE,FT,Analytics Engineer,103265,GB,100,GB,M
2022,SE,FT,Analytics Engineer,80510,GB,100,GB,M
2022,SE,FT,Data Engineer,105224,GB,100,GB,M
2022,SE,FT,Data Engineer,82762,GB,100,GB,M
2022,SE,FT,Data Scientist,191475,US,0,US,M
2022,SE,FT,Data Scientist,141525,US,0,US,M
2022,SE,FT,Data Analyst,115000,US,0,US,L
2022,EN,FT,Data Scientist,31586,ES,50,ES,M
2022,SE,FT,Data Operations Analyst,81000,US,100,US,M
2022,SE,FT,Data Operations Analyst,66000,US,100,US,M
2022,EN,FT,Data Analyst,46000,US,100,US,L
2022,EN,FT,Data Engineer,80000,US,100,US,L
2022,EX,FT,Machine Learning Engineer,200000,US,100,US,S
2022,EX,FT,Machine Learning Engineer,180000,US,100,US,S
2022,EX,FT,AI Scientist,200000,US,100,US,S
2022,SE,FT,Data Scientist,204100,US,0,US,M
